id,text,created_at,retweet_count,user_screen_name,user_followers_count,user_location,Hashtags
994475001460867073,"@AmitShah Road show at Badami.

#SarkaraBadalisiBJPGellisi
https://t.co/vVsoTqiYR2",2018-05-10 07:11:31,45,BJP4Karnataka,192289,"Karnataka, India","[{'text': 'SarkaraBadalisiBJPGellisi', 'indices': [32, 58]}]"
994456807874678789,What a dampener of a press conference Rahul Gandhi's was. He is undisputed master of giving wrong &amp; inappropriate a… https://t.co/NaJcTZdVEg,2018-05-10 05:59:13,238,BJP4Karnataka,192289,"Karnataka, India",[]
994432983665856512,"ದಲಿತರ ಉದ್ಧಾರದ ಬಗ್ಗೆ ನಮ್ಮ ಬದ್ಧತೆ ಎಷ್ಟಿದೆಯೆಂದರೆ,ದಲಿತ ವ್ಯಕ್ತಿ ಶ್ರೀ ರಾಮನಾಥ್ ಕೋವಿಂದ್ ರನ್ನು ರಾಷ್ಟ್ರಪತಿಯನ್ನಾಗಿ ಆಯ್ಕೆ ಮಾಡುವ… https://t.co/vJ456t30Iw",2018-05-10 04:24:33,76,BJP4Karnataka,192289,"Karnataka, India",[]
994432017549873152,"ಕಾಂಗ್ರೆಸ್ ದಲಿತರ ವಿರೋಧಿ ಮಾತ್ರವಲ್ಲದೇ, ಹಿಂದುಳಿದ ಜನಾಂಗದ(ಓಬಿಸಿ )ನಿಗಮ ಸ್ಥಾಪನೆಗೂ ವಿರೋಧ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ.ಆದರೆ,ನಾವು ಓಬಿಸಿ… https://t.co/PoDpSEOzZo",2018-05-10 04:20:43,52,BJP4Karnataka,192289,"Karnataka, India",[]
994431550757351424,"ಈ ಹಿಂದೆ ಗ್ಯಾಸ್ ಸಂಪರ್ಕ ಪಡೆಯಲು ರಾಜಕಾರಣಿ,ಅಧಿಕಾರಿಗಳ ಮನೆಗೆ ಅಲೆಯಬೇಕಿತ್ತು. ಇಂದು,ನಮ್ಮ ಸರ್ಕಾರ ಕೋಟ್ಯಾಂತರ ಕುಟುಂಬಗಳಿಗೆ ಉಚಿತ ಗ್… https://t.co/k0T2qO7iLh",2018-05-10 04:18:52,44,BJP4Karnataka,192289,"Karnataka, India",[]
994431379860480000,"ರೂ 8,500 ಕೋಟಿ ಮೊತ್ತದ ‘ಮಾದಾರ ಚೆನ್ನಯ್ಯ ವಸತಿ ಯೋಜನೆ’ಯಡಿ ಎಸ್‍ಸಿ ಸಮುದಾಯಗಳಿಗೆ ಆಧುನಿಕ ಮನೆಗಳ ನಿರ್ಮಾಣ. 

ಒಬಿಸಿಗಳಿಗೆ ಆಧುನಿಕ ಸೌ… https://t.co/43UrcivrDN",2018-05-10 04:18:11,46,BJP4Karnataka,192289,"Karnataka, India",[]
994431379860480000,"ರೂ 8,500 ಕೋಟಿ ಮೊತ್ತದ ‘ಮಾದಾರ ಚೆನ್ನಯ್ಯ ವಸತಿ ಯೋಜನೆ’ಯಡಿ ಎಸ್‍ಸಿ ಸಮುದಾಯಗಳಿಗೆ ಆಧುನಿಕ ಮನೆಗಳ ನಿರ್ಮಾಣ. 

ಒಬಿಸಿಗಳಿಗೆ ಆಧುನಿಕ ಸೌ… https://t.co/43UrcivrDN",2018-05-10 04:18:11,46,BJP4Karnataka,192289,"Karnataka, India",[]
994431227363930113,"ನಮ್ಮ ಸರ್ಕಾರ ದೇಶದ 4 ಕೋಟಿ ಕುಟುಂಬಗಳಿಗೆ ಉಜ್ವಲಾ ಯೋಜನೆಯಡಿ ಉಚಿತ ಗ್ಯಾಸ್ ಸಂಪರ್ಕ ಒದಗಿಸಿ,ಬಡ ಕುಟುಂಬಗಳ ಪರ ನಮ್ಮ ಬದ್ಧತೆಯನ್ನು ಪೂರ್ಣ… https://t.co/TJb3f83tb7",2018-05-10 04:17:34,36,BJP4Karnataka,192289,"Karnataka, India",[]
994430907669868544,ದಲಿತರನ್ನು ಅವಮಾನಪಡಿಸುವ ಯಾವುದೇ ಕೃತ್ಯವನ್ನು ಬಿಜೆಪಿ ಸಮರ್ಥಿಸುವದಿಲ್ಲ.ಆ ಸಮಾಜಕ್ಕೆ ಸಿಗಬೇಕಾದ ಎಲ್ಲ ಸೌಲಭ್ಯಗಳು ಹಾಗೂ ದಲಿತರನ್ನು ಉನ್… https://t.co/44W4Kzcwvs,2018-05-10 04:16:18,40,BJP4Karnataka,192289,"Karnataka, India",[]
994430538298507265,"ಹಿಂದುಳಿದ ವರ್ಗಗಳ ಕಲ್ಯಾಣದ ಬಗ್ಗೆ ಕಾಂಗ್ರೆಸ್ ಗೆ ಕಿಂಚಿತ್ತೂ ಕಾಳಜಿ ಇಲ್ಲ.ಲೋಕಸಭೆಯಲ್ಲಿ ನಾವು ಓಬಿಸಿ ಬಿಲ್ ಅನ್ನು ಪಾಸು ಮಾಡಿದ್ದರೆ,… https://t.co/PlAolFRxji",2018-05-10 04:14:50,50,BJP4Karnataka,192289,"Karnataka, India",[]
994430147217440768,ಪರಿವಾರ ಮತ್ತು ತಳವಾರ ಸಮುದಾಯದ ಬಹುದಿನಗಳ ಬೇಡಿಕೆಯನ್ನು ಕಳೆದ 30 ವರ್ಷಗಳಿಂದ ನಿರ್ಲಕ್ಷ ಮಾಡಲಾಗಿತ್ತು.ಆ ಸಮುದಾಯಕ್ಕೆ ಆಗುತ್ತಿದ್ದ ಅನ್… https://t.co/mKPfv27D4i,2018-05-10 04:13:17,49,BJP4Karnataka,192289,"Karnataka, India",[]
994430099444219904,"ಸಾಂಪ್ರದಾಯಿಕ ಕಸುಬುಗಳನ್ನು ಲಾಭದಾಯಕವನ್ನಾಗಿಸಲು ಮತ್ತು ಸಾಂಪ್ರದಾಯಿಕ ಕಸುಬು ನಡೆಸುವವರ ಕಲ್ಯಾಣಕ್ಕಾಗಿ “ಒಬಿಸಿ ನಿಧಿ”ಯಡಿ ರೂ 1,000 ಕೋ… https://t.co/pHLSGInXHl",2018-05-10 04:13:05,39,BJP4Karnataka,192289,"Karnataka, India",[]
994428875936415744,"ಡಾ. ಭೀಮರಾವ್ ರಾಮ್ ಜೀ ಅಂಬೇಡ್ಕರ್ ಅವರ ಬದುಕಿನ ಜತೆ ಸಂಬಂಧ ಹೊಂದಿರುವ ಸ್ಥಳಗಳಾದ ಮೌವ್, ನಾಗಪುರ, 26 ಆಲಿಪುರ ರಸ್ತೆ (ದೆಹಲಿ), ದಾದರ್ ಮ… https://t.co/GGti3nRTGK",2018-05-10 04:08:14,38,BJP4Karnataka,192289,"Karnataka, India",[]
994428384275906562,"ಪ್ರಸ್ತುತ ಇರುವ ಎಲ್ಲಾ ಎಸ್‍ಸಿ ವಿದ್ಯಾರ್ಥಿಗಳ ವಿದ್ಯಾರ್ಥಿವೇತನ ಹೆಚ್ಚಿಸಲು, 600 ಎಸ್‍ಸಿ ವಿದ್ಯಾರ್ಥಿಗಳು ವಿದೇಶದಲ್ಲಿ ಉನ್ನತ ಶಿಕ್ಷಣ… https://t.co/79RbavkdVF",2018-05-10 04:06:17,41,BJP4Karnataka,192289,"Karnataka, India",[]
994428012991926273,"ನಮ್ಮ ಸರ್ಕಾರವು ಆಯುಷ್ಮಾನ್ ಭಾರತ್' ಯೋಜನೆಯ ಮೂಲಕ ದೇಶದ 10 ಕೋಟಿ ಕುಟುಂಬಗಳ ,50ಕೋಟಿ ಜನಸಂಖ್ಯೆಗೆ 5 ಲಕ್ಷ ರೂ. ವರೆಗೆ ಉಚಿತ ಆರೋಗ್ಯ ವಿ… https://t.co/Dy8jtVYGvK",2018-05-10 04:04:48,39,BJP4Karnataka,192289,"Karnataka, India",[]
994427744581599232,"ಶೌಚಾಲಯ ನಿರ್ಮಾಣ ಅಭಿಯಾನವನ್ನು ಶುರು ಮಾಡಿದಾಗ ನಮ್ಮ ಸರ್ಕಾರವನ್ನು ಕಾಂಗ್ರೆಸ್ ನವರು ವ್ಯಂಗ್ಯವಾಗಿ ಮಾತಾಡಿದರು.ಆದರೆ,ನಮ್ಮ ಸರ್ಕಾರ ಈ ಅ… https://t.co/epXboThJzc",2018-05-10 04:03:44,42,BJP4Karnataka,192289,"Karnataka, India",[]
994427410031427584,"ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷವು ಮೀಸಲಾತಿ ವಿಷಯದಲ್ಲಿ,ದಲಿತರನ್ನು ದಾರಿ ತಪ್ಪಿಸುವ ಘೋರ ಕೆಲಸಕ್ಕೆ 'ಕೈ' ಹಾಕಿದೆ.ಆದರೆ,ದಲಿತ ಬಂಧುಗಳಲ್ಲಿ ನಾನು ವಿನಂ… https://t.co/U76LhAcyR9",2018-05-10 04:02:24,45,BJP4Karnataka,192289,"Karnataka, India",[]
994427094997221376,ಜನಧನ್ ಕಾರ್ಯಕ್ರಮದ ಯ ಮೂಲಕ 31 ಕೋಟಿ  ಬ್ಯಾಂಕ್ ಖಾತೆಗಳನ್ನು ತೆರೆಯಲಾಗಿದೆ. ಸ್ವಚ್ಛ ಭಾರತ್ ಯೋಜನೆಯಡಿ 7 ಕೋಟಿ ಶೌಚಾಲಯಗಳನ್ನು ನಿರ್ಮಿಸ… https://t.co/zTmSJNeplc,2018-05-10 04:01:09,40,BJP4Karnataka,192289,"Karnataka, India",[]
994426413124993025,ಕಾಂಗ್ರೆಸ್ ಎಂದು ಕೂಡ ಬಾಬಾಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರರನ್ನು ಗೌರವಿಸಿಲ್ಲ. ಅವರನ್ನು ಚುನಾವಣೆಯಲ್ಲಿ ಸೋಲಿಸಲು ಕಾಂಗ್ರೆಸ್ ಹರಸಾಹಸವೆ ಮಾಡಿತು. ಆದ… https://t.co/QzEedVHvYM,2018-05-10 03:58:27,62,BJP4Karnataka,192289,"Karnataka, India",[]
994425933627981825,ಅಂಬೇಡ್ಕರ್ ರನ್ನು ಕಾಂಗ್ರೆಸ್ ಬಹಳಷ್ಟು ಅವಮಾನಪಡಿದೆ.ಅವರನ್ನು ಸೋಲಿಸಿ ಅವಮಾನ ಪಡಿಸಿದ್ದು ಅಲ್ಲದೇ ಹಾಗೂ ಭಾರತರತ್ನ ಪ್ರಶಸ್ತಿ ನೀಡಲು ಕೂಡ… https://t.co/3yxrBgJAXY,2018-05-10 03:56:32,55,BJP4Karnataka,192289,"Karnataka, India",[]
994425081118928896,"ಸಂತ ಕಬೀರ ದಾಸರು ಮತ್ತು ರಹಿದಾಸರು ಜಾತಿಯ ಸಂಕೋಲೆಗಳನ್ನು ನಮ್ಮ ಸಮಾಜದಿಂದ ತೆಗೆಯಬೇಕೆಂದು ಪ್ರಯತ್ನ ಮಾಡಿದರು. ಅದೇ ರೀತಿ ಬಸವಣ್ಣ, ಮಾದಾರ… https://t.co/AMYoOrT9UT",2018-05-10 03:53:09,51,BJP4Karnataka,192289,"Karnataka, India",[]
994424715946020864,ಅಂಬೇಡ್ಕರ್ ಅವರ ಜೀವನಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ 5 ಪ್ರಮುಖ ಸ್ಥಳಗಳನ್ನು 'ಪಂಚ ತೀರ್ಥ'ಕ್ಷೇತ್ರಗಳಾಗಿ ಅಭಿವೃದ್ಧಿಪಡಿಸಿ ಆ ಮಹಾನ್ ಚೇತನಕ್ಕೆ ಗೌರ… https://t.co/XodpU9rKdr,2018-05-10 03:51:42,48,BJP4Karnataka,192289,"Karnataka, India",[]
994424081737961472,"ಅಂಬೇಡ್ಕರ್ ರ ವಿಚಾರಗಳು,ಆದರ್ಶಗಳನ್ನು ಮುಂದಿನ ಪೀಳಿಗೆಗೆ ಪರಿಚಯಿಸುವ ಕಾರ್ಯಗಳನ್ನು ಬಿಜೆಪಿ ಅತೀ ಆಸಕ್ತಿಯಿಂದ ಕೈಗೊಳ್ಳುತ್ತಿದೆ:PM Modi

#BJP4InclusiveVikasa",2018-05-10 03:49:11,39,BJP4Karnataka,192289,"Karnataka, India","[{'text': 'BJP4InclusiveVikasa', 'indices': [117, 137]}]"
994423589955821568,ಕರ್ನಾಟಕದ ಸಂತ ಮಾದಾರ ಚೆನ್ನಯ್ಯನವರನ್ನು ಜಗಜ್ಯೋತಿ ಬಸವೇಶ್ವರರು ಕೂಡಾ ತುಂಬಾ ಮೆಚ್ಚುತ್ತಿದ್ದರು.ಮಾದಾರ ಚೆನ್ನಯ್ಯನವರನ್ನು ಅತೀ ಗೌರವದಿಂ… https://t.co/dTAQ72V916,2018-05-10 03:47:13,46,BJP4Karnataka,192289,"Karnataka, India",[]
994423008872689664,"ಸಂತ ರಹಿದಾಸ್ ರು ಕೂಡಾ ಜಾತಿ, ಬೇಧಭಾವ ಪದ್ಧತಿಯ ಕುರಿತು ಆಕ್ರೋಶ ವ್ಯಕ್ತಪಡಿಸಿದ್ದರು:PM Modi

#BJP4InclusiveVikasa",2018-05-10 03:44:55,41,BJP4Karnataka,192289,"Karnataka, India","[{'text': 'BJP4InclusiveVikasa', 'indices': [81, 101]}]"
994422521288998912,ಬಾಬಾಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರರ ಮೊದಲು ಮಹಾತ್ಮ ಫುಲೆ ಜಾತಿಯ ತಾರತಮ್ಯದ ವಿರುದ್ಧ ಹಾಗೂ ಮಹಿಳೆಯರ ಶಿಕ್ಷಣಕ್ಕಾಗಿ ಹೋರಾಡಿದ್ದರು. ಮಹಾತ್ಮ ಫುಲೆ ನ… https://t.co/WmIjFbKv00,2018-05-10 03:42:59,39,BJP4Karnataka,192289,"Karnataka, India",[]
994422521288998912,ಬಾಬಾಸಾಹೇಬ್ ಅಂಬೇಡ್ಕರರ ಮೊದಲು ಮಹಾತ್ಮ ಫುಲೆ ಜಾತಿಯ ತಾರತಮ್ಯದ ವಿರುದ್ಧ ಹಾಗೂ ಮಹಿಳೆಯರ ಶಿಕ್ಷಣಕ್ಕಾಗಿ ಹೋರಾಡಿದ್ದರು. ಮಹಾತ್ಮ ಫುಲೆ ನ… https://t.co/WmIjFbKv00,2018-05-10 03:42:59,39,BJP4Karnataka,192289,"Karnataka, India",[]
994422390938468353,ಅಂಬೇಡ್ಕರ್ ಬಹಳ ಹಿಂದೆಯೇ ಭವಿಷ್ಯ ನುಡಿದಿದ್ದರು.ಬಹಳಷ್ಟು ಅಡೆತಡೆಗಳಿದ್ದರೂ ಕೂಡಾ ನನ್ನ ಭಾರತ ಜಗತ್ತಿನಲ್ಲಿಯೇ ಅತ್ಯುನ್ನತ ಸ್ಥಾನಕ್ಕೇರು… https://t.co/z8ViIYMHnQ,2018-05-10 03:42:28,44,BJP4Karnataka,192289,"Karnataka, India",[]
994421771133599744,"ದಲಿತ ಮತ್ತು ಹಿಂದುಳಿದ ವರ್ಗದ ಅತಿ ಹೆಚ್ಚು ಸಂಸದರನ್ನು ಬಿಜೆಪಿ ಚುನಾಯಿಸಿ ಲೋಕ ಸಭೆಗೆ ಕಳಿಸಿದೆ : PM Modi

#BJP4InclusiveVikasa",2018-05-10 03:40:00,50,BJP4Karnataka,192289,"Karnataka, India","[{'text': 'BJP4InclusiveVikasa', 'indices': [92, 112]}]"
994420828174352384,"PM addresses SC/ST/OBC and Slum Morcha Karyakartas of @BJP4Karnataka. #BJP4InclusiveVikasa 

https://t.co/hxqbfPn9Vq",2018-05-10 03:36:15,185,BJP4Karnataka,192289,"Karnataka, India","[{'text': 'BJP4InclusiveVikasa', 'indices': [70, 90]}]"
994419745570013184,RT @BJP4India: Massive response to Shri Amit Shah’s roadshows in Bengaluru has clear writing on the wall for Siddaramaiah govt. The people…,2018-05-10 03:31:57,687,BJP4Karnataka,192289,"Karnataka, India",[]
